Timestamp: 2014-05-02 165210
Unaffiliated fraction: 0
Green fraction: 0.50
Ideology issues: 5

main issue,congress init dis,cosponsors,cosp init dis,cosp fin dis,com size,com init dis,com fin dis,# issues,congress final dis,votes
25,-0.4988,10,-0.7188,-0.7188,7,-0.5089,-0.5976,11,-0.5522,31
12,-0.5044,15,-0.5750,-0.6400,3,-0.5643,-0.7117,15,-0.5401,23
43,-0.5150,15,-0.6125,-0.6931,5,-0.3302,-0.5307,22,-0.5329,16
19,-0.5244,15,-0.6750,-0.6801,4,-0.5596,-0.6778,12,-0.5367,29
33,-0.5006,10,-0.6562,-0.6813,5,-0.4250,-0.5983,16,-0.5342,16
44,-0.5162,13,-0.5288,-0.6181,6,-0.6037,-0.6527,9,-0.5782,37
8,-0.5481,9,-0.6250,-0.6507,2,-0.6591,-0.7646,13,-0.5357,19
45,-0.5544,6,-0.7604,-0.7604,2,-0.5938,-0.7793,5,-0.5440,33
20,-0.5581,10,-0.6500,-0.7425,2,-0.7350,-0.7816,11,-0.5477,30
2,-0.5594,8,-0.4922,-0.6884,5,-0.4736,-0.6324,16,-0.5255,18
7,-0.5300,10,-0.7063,-0.7642,6,-0.4268,-0.5668,23,-0.5454,21
19,-0.4981,13,-0.5000,-0.5998,4,-0.5346,-0.6146,21,-0.5324,22
24,-0.5556,9,-0.5903,-0.6755,2,-0.5797,-0.6968,18,-0.5540,26
11,-0.5188,7,-0.5625,-0.6859,6,-0.5156,-0.5632,14,-0.5484,30
33,-0.5519,8,-0.7500,-0.7500,5,-0.6375,-0.7260,5,-0.5270,40
10,-0.5031,6,-0.5312,-0.6569,23,-0.6181,-0.6362,21,-0.5640,33
0,-0.5294,11,-0.6364,-0.6999,7,-0.5406,-0.6235,9,-0.5113,26
47,-0.5044,6,-0.5104,-0.6785,3,-0.4147,-0.5817,18,-0.5281,16
33,-0.5119,8,-0.4609,-0.6088,5,-0.4812,-0.6270,17,-0.5290,16
47,-0.4994,8,-0.5234,-0.7038,3,-0.3634,-0.6377,16,-0.5272,18
5,-0.5425,13,-0.5192,-0.6148,3,-0.4790,-0.5535,21,-0.5149,17
5,-0.5100,7,-0.5446,-0.6623,3,-0.6676,-0.7280,11,-0.5123,30
37,-0.5094,10,-0.5062,-0.6407,4,-0.5325,-0.6551,15,-0.5774,42
44,-0.5513,11,-0.6080,-0.6966,6,-0.5846,-0.6691,12,-0.5410,28
8,-0.5531,9,-0.6250,-0.7226,2,-0.5905,-0.6830,10,-0.5574,36
33,-0.5006,14,-0.4196,-0.6195,5,-0.5499,-0.5876,16,-0.5483,32
3,-0.5094,14,-0.5491,-0.6247,2,-0.4428,-0.5669,20,-0.5258,9
25,-0.5062,7,-0.5982,-0.7181,7,-0.4568,-0.5903,9,-0.5527,31
0,-0.5619,11,-0.4545,-0.6374,7,-0.4922,-0.5643,15,-0.5424,25
3,-0.5094,20,-0.5188,-0.6355,2,-0.3667,-0.6889,15,-0.5334,20
9,-0.5475,14,-0.6652,-0.6652,7,-0.4196,-0.5753,16,-0.5307,20
19,-0.4969,8,-0.5078,-0.6025,4,-0.5715,-0.6931,16,-0.5510,25
23,-0.5088,14,-0.4866,-0.5738,5,-0.4622,-0.5915,24,-0.5174,13
38,-0.4844,9,-0.7569,-0.7569,3,-0.3542,-0.6228,21,-0.5357,20
13,-0.5031,11,-0.7500,-0.7500,10,-0.1000,-0.6162,15,-0.5471,28
19,-0.5069,14,-0.4688,-0.5743,4,-0.4979,-0.6033,22,-0.5274,16
19,-0.5744,11,-0.6875,-0.7094,4,-0.5324,-0.6288,10,-0.5545,33
12,-0.5081,6,-0.6979,-0.8045,3,-0.6495,-0.7540,8,-0.5185,23
37,-0.5181,14,-0.5223,-0.6410,4,-0.4693,-0.5959,16,-0.5610,33
26,-0.5537,9,-0.7569,-0.7632,7,-0.5975,-0.6715,7,-0.5539,37
45,-0.5469,9,-0.6042,-0.6787,2,-0.5646,-0.6907,19,-0.5447,23
9,-0.5400,9,-0.5000,-0.6568,7,-0.4418,-0.5231,24,-0.5437,21
33,-0.5519,9,-0.5694,-0.6029,5,-0.5752,-0.6884,15,-0.5591,30
27,-0.5781,8,-0.6016,-0.7130,3,-0.6782,-0.7234,12,-0.5885,45
12,-0.5131,10,-0.7312,-0.7713,3,-0.5656,-0.6713,16,-0.5218,15
38,-0.4906,19,-0.5099,-0.6047,3,-0.4962,-0.6747,15,-0.5485,32
13,-0.5094,7,-0.7857,-0.8393,10,-0.1625,-0.6071,15,-0.5547,32
12,-0.5081,21,-0.3869,-0.5807,3,-0.5909,-0.6924,13,-0.5355,23
45,-0.5156,9,-0.5833,-0.7196,2,-0.7043,-0.7836,5,-0.5910,48
11,-0.5188,29,-0.5862,-0.6275,6,-0.5827,-0.6323,14,-0.5682,39
1,-0.5181,7,-0.7500,-0.7926,3,-0.7002,-0.8161,8,-0.5662,43
45,-0.5144,7,-0.6429,-0.7061,2,-0.6579,-0.7611,7,-0.5444,31
34,-0.5587,9,-0.7292,-0.7996,2,-0.7155,-0.7390,9,-0.5573,39
30,-0.5088,11,-0.5284,-0.7413,6,-0.6397,-0.6713,10,-0.5766,45
36,-0.5444,10,-0.5312,-0.6879,5,-0.5602,-0.6420,20,-0.5540,32
10,-0.5219,6,-0.6250,-0.7067,23,-0.7507,-0.7655,4,-0.5760,51
38,-0.5019,11,-0.5398,-0.6906,3,-0.4796,-0.5792,19,-0.5438,26
3,-0.5531,14,-0.6384,-0.6907,2,-0.7312,-0.8722,6,-0.5574,41
36,-0.5244,13,-0.5817,-0.6389,5,-0.6038,-0.6605,9,-0.5514,39
20,-0.5281,11,-0.4830,-0.6426,2,-0.5630,-0.6426,18,-0.5561,32
3,-0.5381,15,-0.5000,-0.5956,2,-0.4411,-0.6908,18,-0.5288,22
1,-0.4944,8,-0.5781,-0.6403,3,-0.4826,-0.7008,10,-0.5227,28
43,-0.5425,10,-0.6000,-0.6905,5,-0.5384,-0.5920,13,-0.5481,27
13,-0.5594,13,-0.8317,-0.8317,10,-0.9625,-0.9625,1,-0.5594,51
9,-0.5400,7,-0.6250,-0.6292,7,-0.6323,-0.6435,4,-0.5228,36
25,-0.5563,15,-0.5167,-0.5883,7,-0.5920,-0.6201,12,-0.5527,32
1,-0.5681,10,-0.5437,-0.6907,3,-0.4285,-0.6269,18,-0.5416,24
14,-0.5250,10,-0.4813,-0.6091,5,-0.6527,-0.6687,15,-0.5378,26
33,-0.5106,12,-0.5000,-0.5882,5,-0.4660,-0.5757,14,-0.5330,22
1,-0.5681,14,-0.5491,-0.6737,3,-0.4941,-0.6078,14,-0.5302,21
23,-0.5387,9,-0.5764,-0.6735,5,-0.6014,-0.6624,13,-0.5410,27
3,-0.5531,6,-0.4896,-0.6977,2,-0.6887,-0.8062,10,-0.5400,30
29,-0.5563,29,-0.5302,-0.6295,4,-0.5890,-0.6770,13,-0.5436,23
0,-0.5294,11,-0.4148,-0.6394,7,-0.5251,-0.5955,10,-0.5361,29
34,-0.5413,11,-0.5341,-0.6247,2,-0.5787,-0.7253,12,-0.5548,29
5,-0.5800,18,-0.6389,-0.6394,3,-0.4083,-0.6351,9,-0.5443,28
29,-0.5563,8,-0.5859,-0.6894,4,-0.6677,-0.7655,5,-0.5420,37
30,-0.4988,7,-0.5536,-0.7671,6,-0.4374,-0.5307,18,-0.5402,23
34,-0.5587,10,-0.5625,-0.6386,2,-0.5985,-0.7362,12,-0.5492,34
1,-0.4944,17,-0.5919,-0.6623,3,-0.4663,-0.7103,13,-0.5640,29
34,-0.5387,14,-0.6920,-0.7278,2,-0.6028,-0.7015,12,-0.5395,29
44,-0.5262,11,-0.5511,-0.6220,6,-0.5190,-0.5970,9,-0.5398,25
34,-0.5288,6,-0.5625,-0.6389,2,-0.5111,-0.6738,12,-0.5482,32
47,-0.5194,9,-0.5069,-0.6636,3,-0.4357,-0.6149,16,-0.5248,23
7,-0.5275,14,-0.6696,-0.6779,6,-0.3801,-0.6167,17,-0.5348,24
12,-0.5544,10,-0.6312,-0.6673,3,-0.4435,-0.6335,16,-0.5441,23
47,-0.5581,6,-0.6354,-0.7057,3,-0.4592,-0.6431,12,-0.5257,23
33,-0.5606,14,-0.5759,-0.6434,5,-0.5276,-0.6341,11,-0.5569,38
7,-0.5375,7,-0.5893,-0.7260,6,-0.5286,-0.6487,13,-0.5502,29
5,-0.5800,9,-0.5278,-0.6657,3,-0.5063,-0.6048,17,-0.5540,25
7,-0.5375,8,-0.6328,-0.6813,6,-0.5432,-0.6711,11,-0.5338,32
30,-0.4938,13,-0.5144,-0.6024,6,-0.5455,-0.6068,8,-0.5398,33
14,-0.5225,9,-0.5278,-0.7242,5,-0.6034,-0.6502,10,-0.5616,35
30,-0.4938,9,-0.6597,-0.6992,6,-0.4120,-0.6072,14,-0.5345,24
34,-0.5012,9,-0.6736,-0.6736,2,-0.4062,-0.5878,12,-0.5340,22
0,-0.5006,7,-0.5179,-0.6267,7,-0.5666,-0.6293,10,-0.5501,30
37,-0.5494,8,-0.5156,-0.7082,4,-0.6353,-0.7050,9,-0.5464,32
47,-0.5394,21,-0.5506,-0.6276,3,-0.5715,-0.6591,11,-0.5117,19
20,-0.5481,7,-0.5804,-0.7086,2,-0.7640,-0.7983,5,-0.5577,39
7,-0.5250,10,-0.6750,-0.6793,6,-0.5515,-0.7410,6,-0.5417,31
34,-0.5513,13,-0.5817,-0.5819,2,-0.6021,-0.7154,5,-0.5435,35
34,-0.5288,16,-0.4883,-0.5925,2,-0.4196,-0.6006,17,-0.5317,18
0,-0.4944,9,-0.5069,-0.6217,7,-0.5181,-0.6159,17,-0.5491,26
7,-0.5225,7,-0.6607,-0.6710,6,-0.4975,-0.6190,16,-0.5237,17
44,-0.5563,9,-0.6667,-0.6779,6,-0.4589,-0.5339,11,-0.5372,26
36,-0.5369,9,-0.6667,-0.7167,5,-0.5766,-0.6304,11,-0.5260,21
1,-0.5444,7,-0.8214,-0.8304,3,-0.4583,-0.6307,10,-0.5314,25
47,-0.5544,11,-0.6591,-0.7000,3,-0.5552,-0.6367,8,-0.5201,26
43,-0.5400,9,-0.4514,-0.6117,5,-0.5629,-0.6472,19,-0.5365,21
23,-0.5387,7,-0.6429,-0.6834,5,-0.6100,-0.6930,9,-0.5501,30
29,-0.4988,16,-0.5312,-0.6036,4,-0.4391,-0.6110,17,-0.5165,18
2,-0.5206,8,-0.5156,-0.6374,5,-0.5514,-0.6777,12,-0.5557,35
2,-0.5594,15,-0.4750,-0.6260,5,-0.5028,-0.6247,12,-0.5404,28
7,-0.5225,9,-0.5417,-0.6337,6,-0.5154,-0.6351,20,-0.5520,24
38,-0.5206,17,-0.4632,-0.6169,3,-0.4890,-0.6917,20,-0.5440,22
29,-0.5563,8,-0.5859,-0.6480,4,-0.6323,-0.7540,8,-0.5198,28
47,-0.5031,13,-0.6394,-0.6981,3,-0.3841,-0.6168,12,-0.5273,23
0,-0.4931,7,-0.5446,-0.6399,7,-0.4859,-0.6685,12,-0.5316,24
7,-0.5475,7,-0.5179,-0.6558,6,-0.6037,-0.6539,15,-0.5386,23
34,-0.5413,11,-0.5341,-0.6865,2,-0.5955,-0.7015,11,-0.5538,32
5,-0.5700,20,-0.6438,-0.6438,3,-0.5625,-0.6686,9,-0.5513,34
2,-0.5044,8,-0.5234,-0.6289,5,-0.5824,-0.6468,13,-0.5332,28
9,-0.5225,9,-0.4931,-0.6848,7,-0.4966,-0.5840,19,-0.5398,21
43,-0.5475,8,-0.7344,-0.7344,5,-0.7375,-0.7631,3,-0.5426,42
36,-0.5356,8,-0.5859,-0.6525,5,-0.5625,-0.6630,7,-0.5456,29
37,-0.5644,8,-0.5391,-0.6658,4,-0.5479,-0.6403,11,-0.5377,28
3,-0.5531,6,-0.4896,-0.7119,2,-0.6446,-0.7065,20,-0.5430,19
3,-0.5481,13,-0.5673,-0.6774,2,-0.4114,-0.7370,10,-0.5652,39
34,-0.5112,8,-0.6406,-0.7366,2,-0.5227,-0.5948,17,-0.5435,27
0,-0.5281,17,-0.5882,-0.6422,7,-0.5238,-0.6129,10,-0.5552,35
38,-0.5544,9,-0.5903,-0.6928,3,-0.6632,-0.7005,10,-0.5508,29
47,-0.5194,11,-0.5398,-0.6318,3,-0.4260,-0.6381,16,-0.5427,24
3,-0.5381,11,-0.5455,-0.6237,2,-0.3031,-0.5830,16,-0.5290,14
37,-0.4931,13,-0.5192,-0.6389,4,-0.4881,-0.6118,18,-0.5350,21
30,-0.5737,10,-0.5875,-0.6656,6,-0.6493,-0.6828,8,-0.5493,30
2,-0.5056,13,-0.4856,-0.5951,5,-0.4878,-0.5995,20,-0.5367,21
Laws passed: 14
Total provisions: 29
Satisfaction with legislation: 0.6183
