Experiment GCC Main Experiment - National Priorities -
Main experiment version 2 - with state priorities - 30 realizations per configuration .
Experiment started 2014-05-04 154654

######################################################
Experiment Defaults:
                          setNumOfIssues :,  	75
                 setNumOfRepresentatives :,  	100
                setSatisfactionThreshold :,  	0.675
Experiment Parameter Variations:
                 setUnaffiliatedFraction :,  	[0.05, 0.5]
                        setGreenFraction :,  	[0.5, 0.75, 1.0]
                      setStatePriorities :,  	[0, 5]
                       setIdeologyIssues :,  	[0, 5]
######################################################
*********************Job Settings*********************
                 setUnaffiliatedFraction :	,0.05
                        setGreenFraction :	,0.5
                      setStatePriorities :	,0
                       setIdeologyIssues :	,0
 timestamp, job ID, setUnaffiliatedFraction, setGreenFraction, setStatePriorities, setIdeologyIssues, proposals, laws count, provisions, satisfaction, total change, total votes
standard deviations: ,                 0.05,                 0.75,                    0,                    5,0.00,1.01,8.03,0.0297,0.0459,69.6545
*********************Job Settings*********************
                 setUnaffiliatedFraction :	,0.05
                        setGreenFraction :	,0.75
                      setStatePriorities :	,5
                       setIdeologyIssues :	,0
 timestamp, job ID, setUnaffiliatedFraction, setGreenFraction, setStatePriorities, setIdeologyIssues, proposals, laws count, provisions, satisfaction, total change, total votes
 2014-05-04 163403, 7,                 0.05,                 0.75,                    5,                    0,200.00,4.00,27.00,0.6374,0.0625,256.0000
 2014-05-04 163418, 7,                 0.05,                 0.75,                    5,                    0,200.00,5.00,32.00,0.6349,0.0000,292.0000
 2014-05-04 163432, 7,                 0.05,                 0.75,                    5,                    0,200.00,5.00,7.00,0.7263,0.0000,360.0000
 2014-05-04 163447, 7,                 0.05,                 0.75,                    5,                    0,200.00,3.00,21.00,0.6508,0.0000,196.0000
 2014-05-04 163502, 7,                 0.05,                 0.75,                    5,                    0,200.00,4.00,22.00,0.6660,0.0000,267.0000
 2014-05-04 163517, 7,                 0.05,                 0.75,                    5,                    0,200.00,4.00,10.00,0.6853,0.0000,282.0000
 2014-05-04 163532, 7,                 0.05,                 0.75,                    5,                    0,200.00,3.00,32.00,0.6307,0.0833,167.0000
 2014-05-04 163547, 7,                 0.05,                 0.75,                    5,                    0,200.00,4.00,18.00,0.6775,0.0000,284.0000
 2014-05-04 163601, 7,                 0.05,                 0.75,                    5,                    0,200.00,4.00,13.00,0.6794,0.0000,278.0000
 2014-05-04 163616, 7,                 0.05,                 0.75,                    5,                    0,200.00,5.00,21.00,0.6758,0.0000,338.0000
 2014-05-04 163631, 7,                 0.05,                 0.75,                    5,                    0,200.00,3.00,16.00,0.6487,0.0208,197.0000
 2014-05-04 163646, 7,                 0.05,                 0.75,                    5,                    0,200.00,4.00,22.00,0.6472,0.0000,258.0000
 2014-05-04 163701, 7,                 0.05,                 0.75,                    5,                    0,200.00,3.00,14.00,0.6607,0.0208,198.0000
 2014-05-04 163716, 7,                 0.05,                 0.75,                    5,                    0,200.00,4.00,32.00,0.6356,0.0156,241.0000
 2014-05-04 163731, 7,                 0.05,                 0.75,                    5,                    0,200.00,5.00,33.00,0.6530,0.0000,320.0000
 2014-05-04 163745, 7,                 0.05,                 0.75,                    5,                    0,200.00,5.00,10.00,0.7047,0.0000,350.0000
 2014-05-04 163800, 7,                 0.05,                 0.75,                    5,                    0,200.00,5.00,14.00,0.6725,0.0000,321.0000
 2014-05-04 163815, 7,                 0.05,                 0.75,                    5,                    0,200.00,5.00,30.00,0.6442,0.1000,325.0000
 2014-05-04 163830, 7,                 0.05,                 0.75,                    5,                    0,200.00,4.00,16.00,0.6748,0.0312,285.0000
 2014-05-04 163845, 7,                 0.05,                 0.75,                    5,                    0,200.00,4.00,21.00,0.6389,0.0000,237.0000
 2014-05-04 163859, 7,                 0.05,                 0.75,                    5,                    0,200.00,3.00,15.00,0.6630,0.0833,210.0000
 2014-05-04 163914, 7,                 0.05,                 0.75,                    5,                    0,200.00,4.00,26.00,0.6575,0.0000,248.0000
 2014-05-04 163929, 7,                 0.05,                 0.75,                    5,                    0,200.00,4.00,42.00,0.6326,0.0000,234.0000
 2014-05-04 163944, 7,                 0.05,                 0.75,                    5,                    0,200.00,4.00,7.00,0.7092,0.0000,287.0000
 2014-05-04 163959, 7,                 0.05,                 0.75,                    5,                    0,200.00,4.00,26.00,0.6486,0.0156,243.0000
 2014-05-04 164013, 7,                 0.05,                 0.75,                    5,                    0,200.00,4.00,20.00,0.6589,0.0156,263.0000
 2014-05-04 164028, 7,                 0.05,                 0.75,                    5,                    0,200.00,4.00,24.00,0.6512,0.0312,261.0000
 2014-05-04 164043, 7,                 0.05,                 0.75,                    5,                    0,200.00,5.00,14.00,0.7052,0.0000,343.0000
 2014-05-04 164058, 7,                 0.05,                 0.75,                    5,                    0,200.00,4.00,20.00,0.6506,0.0000,267.0000
 2014-05-04 164112, 7,                 0.05,                 0.75,                    5,                    0,200.00,5.00,19.00,0.6571,0.0000,330.0000
averages: ,                 0.05,                 0.75,                    5,                    0,200.00,4.13,20.80,0.6626,0.0160,271.2667
standard deviations: ,                 0.05,                 0.75,                    5,                    0,0.00,0.67,8.31,0.0241,0.0281,49.2131
*********************Job Settings*********************
                 setUnaffiliatedFraction :	,0.05
                        setGreenFraction :	,0.75
                      setStatePriorities :	,5
                       setIdeologyIssues :	,5
 timestamp, job ID, setUnaffiliatedFraction, setGreenFraction, setStatePriorities, setIdeologyIssues, proposals, laws count, provisions, satisfaction, total change, total votes
 2014-05-04 164127, 8,                 0.05,                 0.75,                    5,                    5,200.00,8.00,45.00,0.6676,0.0078,528.0000
 2014-05-04 164141, 8,                 0.05,                 0.75,                    5,                    5,200.00,9.00,50.00,0.6958,0.1181,598.0000
 2014-05-04 164155, 8,                 0.05,                 0.75,                    5,                    5,200.00,8.00,48.00,0.6650,0.0156,533.0000
 2014-05-04 164209, 8,                 0.05,                 0.75,                    5,                    5,200.00,5.00,55.00,0.6540,0.1125,313.0000
 2014-05-04 164223, 8,                 0.05,                 0.75,                    5,                    5,200.00,7.00,59.00,0.6691,0.1071,466.0000
 2014-05-04 164236, 8,                 0.05,                 0.75,                    5,                    5,200.00,7.00,62.00,0.6715,0.0536,463.0000
 2014-05-04 164250, 8,                 0.05,                 0.75,                    5,                    5,200.00,9.00,54.00,0.6650,0.0417,623.0000
 2014-05-04 164304, 8,                 0.05,                 0.75,                    5,                    5,200.00,7.00,67.00,0.6618,0.0446,471.0000
 2014-05-04 164317, 8,                 0.05,                 0.75,                    5,                    5,200.00,9.00,42.00,0.6843,0.0000,610.0000
 2014-05-04 164331, 8,                 0.05,                 0.75,                    5,                    5,200.00,4.00,50.00,0.6681,0.0000,282.0000
 2014-05-04 164345, 8,                 0.05,                 0.75,                    5,                    5,200.00,5.00,71.00,0.6537,0.0375,341.0000
 2014-05-04 164357, 8,                 0.05,                 0.75,                    5,                    5,200.00,9.00,43.00,0.6924,0.0000,607.0000
 2014-05-04 164412, 8,                 0.05,                 0.75,                    5,                    5,200.00,9.00,74.00,0.6946,0.0972,605.0000
 2014-05-04 164423, 8,                 0.05,                 0.75,                    5,                    5,200.00,7.00,41.00,0.7074,0.0000,483.0000
 2014-05-04 164438, 8,                 0.05,                 0.75,                    5,                    5,200.00,8.00,57.00,0.6615,0.0000,565.0000
 2014-05-04 164451, 8,                 0.05,                 0.75,                    5,                    5,200.00,7.00,62.00,0.6719,0.0357,466.0000
 2014-05-04 164505, 8,                 0.05,                 0.75,                    5,                    5,200.00,7.00,46.00,0.6823,0.0357,476.0000
 2014-05-04 164519, 8,                 0.05,                 0.75,                    5,                    5,200.00,8.00,62.00,0.6635,0.0000,551.0000
 2014-05-04 164532, 8,                 0.05,                 0.75,                    5,                    5,5.00,5.00,75.00,0.6447,0.0000,314.0000
 2014-05-04 164543, 8,                 0.05,                 0.75,                    5,                    5,200.00,5.00,70.00,0.6664,0.1500,318.0000
 2014-05-04 164555, 8,                 0.05,                 0.75,                    5,                    5,200.00,5.00,51.00,0.6643,0.1250,339.0000
 2014-05-04 164609, 8,                 0.05,                 0.75,                    5,                    5,200.00,7.00,47.00,0.6571,0.0000,462.0000
 2014-05-04 164623, 8,                 0.05,                 0.75,                    5,                    5,200.00,9.00,42.00,0.6837,0.0556,615.0000
 2014-05-04 164637, 8,                 0.05,                 0.75,                    5,                    5,200.00,7.00,59.00,0.6737,0.1071,487.0000
 2014-05-04 164651, 8,                 0.05,                 0.75,                    5,                    5,200.00,7.00,64.00,0.6515,0.0000,479.0000
 2014-05-04 164704, 8,                 0.05,                 0.75,                    5,                    5,200.00,8.00,49.00,0.6657,0.0000,533.0000
 2014-05-04 164718, 8,                 0.05,                 0.75,                    5,                    5,200.00,10.00,63.00,0.6758,0.0250,628.0000
 2014-05-04 164732, 8,                 0.05,                 0.75,                    5,                    5,200.00,9.00,67.00,0.6693,0.1181,608.0000
 2014-05-04 164745, 8,                 0.05,                 0.75,                    5,                    5,200.00,6.00,61.00,0.6709,0.0625,389.0000
 2014-05-04 164758, 8,                 0.05,                 0.75,                    5,                    5,200.00,7.00,45.00,0.6930,0.0000,478.0000
averages: ,                 0.05,                 0.75,                    5,                    5,193.50,7.27,56.03,0.6715,0.0450,487.7000
standard deviations: ,                 0.05,                 0.75,                    5,                    5,35.00,1.53,10.06,0.0144,0.0479,104.4813
*********************Job Settings*********************
                 setUnaffiliatedFraction :	,0.05
                        setGreenFraction :	,1.0
                      setStatePriorities :	,0
                       setIdeologyIssues :	,0
 timestamp, job ID, setUnaffiliatedFraction, setGreenFraction, setStatePriorities, setIdeologyIssues, proposals, laws count, provisions, satisfaction, total change, total votes
 2014-05-04 164812, 9,                 0.05,                  1.0,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
 2014-05-04 164828, 9,                 0.05,                  1.0,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
 2014-05-04 164844, 9,                 0.05,                  1.0,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
 2014-05-04 164900, 9,                 0.05,                  1.0,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
 2014-05-04 164916, 9,                 0.05,                  1.0,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
 2014-05-04 164933, 9,                 0.05,                  1.0,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
 2014-05-04 164949, 9,                 0.05,                  1.0,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
 2014-05-04 165005, 9,                 0.05,                  1.0,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
 2014-05-04 165021, 9,                 0.05,                  1.0,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
 2014-05-04 165037, 9,                 0.05,                  1.0,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
 2014-05-04 165053, 9,                 0.05,                  1.0,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
 2014-05-04 165110, 9,                 0.05,                  1.0,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
 2014-05-04 165125, 9,                 0.05,                  1.0,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
 2014-05-04 165142, 9,                 0.05,                  1.0,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
 2014-05-04 165158, 9,                 0.05,                  1.0,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
 2014-05-04 165214, 9,                 0.05,                  1.0,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
 2014-05-04 165230, 9,                 0.05,                  1.0,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
 2014-05-04 165246, 9,                 0.05,                  1.0,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
 2014-05-04 165302, 9,                 0.05,                  1.0,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
 2014-05-04 165318, 9,                 0.05,                  1.0,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
 2014-05-04 165334, 9,                 0.05,                  1.0,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
 2014-05-04 165350, 9,                 0.05,                  1.0,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
 2014-05-04 165406, 9,                 0.05,                  1.0,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
 2014-05-04 165422, 9,                 0.05,                  1.0,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
 2014-05-04 165438, 9,                 0.05,                  1.0,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
 2014-05-04 165454, 9,                 0.05,                  1.0,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
 2014-05-04 165510, 9,                 0.05,                  1.0,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
 2014-05-04 165526, 9,                 0.05,                  1.0,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
 2014-05-04 165542, 9,                 0.05,                  1.0,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
 2014-05-04 165558, 9,                 0.05,                  1.0,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
averages: ,                 0.05,                  1.0,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
standard deviations: ,                 0.05,                  1.0,                    0,                    0,0.00,0.00,0.00,0.0000,0.0000,0.0000
*********************Job Settings*********************
                 setUnaffiliatedFraction :	,0.05
                        setGreenFraction :	,1.0
                      setStatePriorities :	,0
                       setIdeologyIssues :	,5
 timestamp, job ID, setUnaffiliatedFraction, setGreenFraction, setStatePriorities, setIdeologyIssues, proposals, laws count, provisions, satisfaction, total change, total votes
 2014-05-04 165614, 10,                 0.05,                  1.0,                    0,                    5,200.00,6.00,39.00,0.7245,0.0938,472.0000
 2014-05-04 165630, 10,                 0.05,                  1.0,                    0,                    5,200.00,6.00,40.00,0.7237,0.0417,528.0000
 2014-05-04 165645, 10,                 0.05,                  1.0,                    0,                    5,200.00,6.00,26.00,0.8051,0.0000,494.0000
 2014-05-04 165700, 10,                 0.05,                  1.0,                    0,                    5,200.00,4.00,26.00,0.7742,0.1406,335.0000
 2014-05-04 165716, 10,                 0.05,                  1.0,                    0,                    5,200.00,5.00,28.00,0.7891,0.0000,442.0000
 2014-05-04 165731, 10,                 0.05,                  1.0,                    0,                    5,200.00,8.00,26.00,0.8214,0.0625,723.0000
 2014-05-04 165747, 10,                 0.05,                  1.0,                    0,                    5,200.00,6.00,31.00,0.7572,0.1458,477.0000
 2014-05-04 165802, 10,                 0.05,                  1.0,                    0,                    5,200.00,9.00,33.00,0.8006,0.0000,791.0000
 2014-05-04 165818, 10,                 0.05,                  1.0,                    0,                    5,200.00,6.00,24.00,0.7828,0.0104,525.0000
 2014-05-04 165833, 10,                 0.05,                  1.0,                    0,                    5,200.00,5.00,36.00,0.6916,0.1000,400.0000
 2014-05-04 165848, 10,                 0.05,                  1.0,                    0,                    5,200.00,5.00,43.00,0.7073,0.0500,364.0000
 2014-05-04 165904, 10,                 0.05,                  1.0,                    0,                    5,200.00,6.00,34.00,0.7778,0.0625,534.0000
 2014-05-04 165919, 10,                 0.05,                  1.0,                    0,                    5,200.00,6.00,29.00,0.7153,0.0000,430.0000
 2014-05-04 165935, 10,                 0.05,                  1.0,                    0,                    5,200.00,4.00,42.00,0.6960,0.0156,263.0000
 2014-05-04 165950, 10,                 0.05,                  1.0,                    0,                    5,200.00,5.00,40.00,0.7454,0.0500,456.0000
 2014-05-04 170006, 10,                 0.05,                  1.0,                    0,                    5,200.00,4.00,33.00,0.7198,0.0312,346.0000
 2014-05-04 170021, 10,                 0.05,                  1.0,                    0,                    5,200.00,5.00,37.00,0.7227,0.0000,417.0000
 2014-05-04 170036, 10,                 0.05,                  1.0,                    0,                    5,200.00,8.00,42.00,0.7447,0.0625,681.0000
 2014-05-04 170052, 10,                 0.05,                  1.0,                    0,                    5,200.00,5.00,41.00,0.7181,0.0125,381.0000
 2014-05-04 170108, 10,                 0.05,                  1.0,                    0,                    5,200.00,7.00,30.00,0.7238,0.0179,538.0000
 2014-05-04 170123, 10,                 0.05,                  1.0,                    0,                    5,200.00,6.00,45.00,0.7258,0.0938,480.0000
 2014-05-04 170139, 10,                 0.05,                  1.0,                    0,                    5,200.00,5.00,40.00,0.7323,0.1000,392.0000
 2014-05-04 170154, 10,                 0.05,                  1.0,                    0,                    5,200.00,11.00,25.00,0.8012,0.0114,916.0000
 2014-05-04 170210, 10,                 0.05,                  1.0,                    0,                    5,200.00,8.00,28.00,0.7676,0.0000,721.0000
 2014-05-04 170225, 10,                 0.05,                  1.0,                    0,                    5,200.00,8.00,21.00,0.7932,0.0000,727.0000
 2014-05-04 170240, 10,                 0.05,                  1.0,                    0,                    5,200.00,5.00,33.00,0.7245,0.0125,384.0000
 2014-05-04 170256, 10,                 0.05,                  1.0,                    0,                    5,200.00,7.00,34.00,0.7339,0.0000,577.0000
 2014-05-04 170311, 10,                 0.05,                  1.0,                    0,                    5,200.00,7.00,30.00,0.7876,0.0536,545.0000
 2014-05-04 170327, 10,                 0.05,                  1.0,                    0,                    5,200.00,9.00,35.00,0.7809,0.0069,709.0000
 2014-05-04 170342, 10,                 0.05,                  1.0,                    0,                    5,200.00,5.00,20.00,0.7576,0.0000,429.0000
averages: ,                 0.05,                  1.0,                    0,                    5,200.00,6.23,33.03,0.7515,0.0392,515.9000
standard deviations: ,                 0.05,                  1.0,                    0,                    5,0.00,1.65,6.77,0.0355,0.0432,151.3740
*********************Job Settings*********************
                 setUnaffiliatedFraction :	,0.05
                        setGreenFraction :	,1.0
                      setStatePriorities :	,5
                       setIdeologyIssues :	,0
 timestamp, job ID, setUnaffiliatedFraction, setGreenFraction, setStatePriorities, setIdeologyIssues, proposals, laws count, provisions, satisfaction, total change, total votes
 2014-05-04 170358, 11,                 0.05,                  1.0,                    5,                    0,200.00,5.00,31.00,0.7724,0.0000,413.0000
 2014-05-04 170413, 11,                 0.05,                  1.0,                    5,                    0,200.00,5.00,14.00,0.8267,0.0250,448.0000
 2014-05-04 170428, 11,                 0.05,                  1.0,                    5,                    0,200.00,3.00,20.00,0.7637,0.1667,216.0000
 2014-05-04 170443, 11,                 0.05,                  1.0,                    5,                    0,200.00,4.00,15.00,0.8058,0.0000,342.0000
 2014-05-04 170457, 11,                 0.05,                  1.0,                    5,                    0,200.00,4.00,35.00,0.7426,0.0000,321.0000
 2014-05-04 170512, 11,                 0.05,                  1.0,                    5,                    0,200.00,4.00,26.00,0.6942,0.0000,279.0000
 2014-05-04 170527, 11,                 0.05,                  1.0,                    5,                    0,200.00,3.00,31.00,0.7347,0.0000,252.0000
 2014-05-04 170542, 11,                 0.05,                  1.0,                    5,                    0,200.00,4.00,23.00,0.6885,0.0000,264.0000
 2014-05-04 170556, 11,                 0.05,                  1.0,                    5,                    0,200.00,3.00,32.00,0.7445,0.1667,243.0000
 2014-05-04 170611, 11,                 0.05,                  1.0,                    5,                    0,200.00,4.00,28.00,0.7072,0.0000,272.0000
 2014-05-04 170626, 11,                 0.05,                  1.0,                    5,                    0,200.00,5.00,24.00,0.7304,0.0500,381.0000
 2014-05-04 170641, 11,                 0.05,                  1.0,                    5,                    0,200.00,4.00,33.00,0.7013,0.0469,293.0000
 2014-05-04 170655, 11,                 0.05,                  1.0,                    5,                    0,200.00,2.00,22.00,0.7111,0.0625,149.0000
 2014-05-04 170710, 11,                 0.05,                  1.0,                    5,                    0,200.00,4.00,22.00,0.8147,0.0156,377.0000
 2014-05-04 170725, 11,                 0.05,                  1.0,                    5,                    0,200.00,4.00,45.00,0.7042,0.0000,264.0000
 2014-05-04 170739, 11,                 0.05,                  1.0,                    5,                    0,200.00,4.00,12.00,0.8512,0.1250,354.0000
 2014-05-04 170754, 11,                 0.05,                  1.0,                    5,                    0,200.00,5.00,24.00,0.7627,0.1125,413.0000
 2014-05-04 170809, 11,                 0.05,                  1.0,                    5,                    0,200.00,5.00,17.00,0.8456,0.0125,412.0000
 2014-05-04 170823, 11,                 0.05,                  1.0,                    5,                    0,200.00,4.00,17.00,0.7729,0.1875,325.0000
 2014-05-04 170838, 11,                 0.05,                  1.0,                    5,                    0,200.00,2.00,30.00,0.7427,0.0000,180.0000
 2014-05-04 170853, 11,                 0.05,                  1.0,                    5,                    0,200.00,4.00,28.00,0.7709,0.1406,334.0000
 2014-05-04 170907, 11,                 0.05,                  1.0,                    5,                    0,200.00,4.00,50.00,0.7005,0.0000,250.0000
 2014-05-04 170922, 11,                 0.05,                  1.0,                    5,                    0,200.00,4.00,18.00,0.7937,0.0781,325.0000
 2014-05-04 170937, 11,                 0.05,                  1.0,                    5,                    0,200.00,3.00,11.00,0.8007,0.0000,290.0000
 2014-05-04 170952, 11,                 0.05,                  1.0,                    5,                    0,200.00,4.00,18.00,0.8144,0.0000,322.0000
 2014-05-04 171006, 11,                 0.05,                  1.0,                    5,                    0,200.00,4.00,17.00,0.8014,0.0000,315.0000
 2014-05-04 171021, 11,                 0.05,                  1.0,                    5,                    0,200.00,4.00,27.00,0.7411,0.0000,287.0000
 2014-05-04 171036, 11,                 0.05,                  1.0,                    5,                    0,200.00,4.00,24.00,0.7533,0.0156,327.0000
 2014-05-04 171051, 11,                 0.05,                  1.0,                    5,                    0,200.00,3.00,28.00,0.7282,0.0417,231.0000
 2014-05-04 171105, 11,                 0.05,                  1.0,                    5,                    0,200.00,5.00,22.00,0.7650,0.1000,408.0000
averages: ,                 0.05,                  1.0,                    5,                    0,200.00,3.90,24.80,0.7595,0.0449,309.5667
standard deviations: ,                 0.05,                  1.0,                    5,                    0,0.00,0.79,8.76,0.0453,0.0594,71.0787
*********************Job Settings*********************
                 setUnaffiliatedFraction :	,0.05
                        setGreenFraction :	,1.0
                      setStatePriorities :	,5
                       setIdeologyIssues :	,5
 timestamp, job ID, setUnaffiliatedFraction, setGreenFraction, setStatePriorities, setIdeologyIssues, proposals, laws count, provisions, satisfaction, total change, total votes
 2014-05-04 171120, 12,                 0.05,                  1.0,                    5,                    5,200.00,8.00,53.00,0.8357,0.0469,718.0000
 2014-05-04 171134, 12,                 0.05,                  1.0,                    5,                    5,200.00,7.00,60.00,0.7618,0.0714,545.0000
 2014-05-04 171148, 12,                 0.05,                  1.0,                    5,                    5,200.00,9.00,63.00,0.7621,0.0278,720.0000
 2014-05-04 171201, 12,                 0.05,                  1.0,                    5,                    5,200.00,7.00,69.00,0.7796,0.0714,623.0000
 2014-05-04 171214, 12,                 0.05,                  1.0,                    5,                    5,200.00,9.00,63.00,0.7814,0.0833,770.0000
 2014-05-04 171227, 12,                 0.05,                  1.0,                    5,                    5,200.00,6.00,41.00,0.7960,0.0521,527.0000
 2014-05-04 171241, 12,                 0.05,                  1.0,                    5,                    5,200.00,11.00,44.00,0.8216,0.1023,972.0000
 2014-05-04 171255, 12,                 0.05,                  1.0,                    5,                    5,200.00,8.00,56.00,0.7769,0.1875,719.0000
 2014-05-04 171308, 12,                 0.05,                  1.0,                    5,                    5,200.00,6.00,53.00,0.7507,0.0000,539.0000
 2014-05-04 171322, 12,                 0.05,                  1.0,                    5,                    5,200.00,8.00,62.00,0.7943,0.2109,720.0000
 2014-05-04 171336, 12,                 0.05,                  1.0,                    5,                    5,200.00,8.00,48.00,0.8145,0.0078,675.0000
 2014-05-04 171350, 12,                 0.05,                  1.0,                    5,                    5,200.00,7.00,65.00,0.7822,0.0089,596.0000
 2014-05-04 171403, 12,                 0.05,                  1.0,                    5,                    5,200.00,7.00,54.00,0.8053,0.1161,607.0000
 2014-05-04 171417, 12,                 0.05,                  1.0,                    5,                    5,200.00,7.00,67.00,0.7700,0.2054,633.0000
 2014-05-04 171430, 12,                 0.05,                  1.0,                    5,                    5,200.00,5.00,65.00,0.8075,0.1625,448.0000
 2014-05-04 171443, 12,                 0.05,                  1.0,                    5,                    5,200.00,8.00,49.00,0.8365,0.0000,732.0000
 2014-05-04 171457, 12,                 0.05,                  1.0,                    5,                    5,200.00,13.00,50.00,0.8544,0.0144,1092.0000
 2014-05-04 171511, 12,                 0.05,                  1.0,                    5,                    5,200.00,8.00,55.00,0.8170,0.0312,703.0000
 2014-05-04 171525, 12,                 0.05,                  1.0,                    5,                    5,200.00,8.00,49.00,0.8148,0.0625,704.0000
 2014-05-04 171539, 12,                 0.05,                  1.0,                    5,                    5,200.00,8.00,51.00,0.8369,0.0781,661.0000
 2014-05-04 171553, 12,                 0.05,                  1.0,                    5,                    5,200.00,10.00,42.00,0.8586,0.0500,911.0000
 2014-05-04 171607, 12,                 0.05,                  1.0,                    5,                    5,200.00,9.00,57.00,0.8170,0.0903,822.0000
 2014-05-04 171621, 12,                 0.05,                  1.0,                    5,                    5,200.00,9.00,55.00,0.7739,0.0278,748.0000
 2014-05-04 171634, 12,                 0.05,                  1.0,                    5,                    5,200.00,9.00,62.00,0.7805,0.0000,806.0000
 2014-05-04 171648, 12,                 0.05,                  1.0,                    5,                    5,200.00,8.00,54.00,0.8159,0.0781,707.0000
 2014-05-04 171701, 12,                 0.05,                  1.0,                    5,                    5,200.00,5.00,43.00,0.8355,0.0250,475.0000
 2014-05-04 171715, 12,                 0.05,                  1.0,                    5,                    5,200.00,9.00,45.00,0.7903,0.0278,779.0000
 2014-05-04 171730, 12,                 0.05,                  1.0,                    5,                    5,200.00,9.00,43.00,0.8129,0.0694,828.0000
 2014-05-04 171744, 12,                 0.05,                  1.0,                    5,                    5,200.00,9.00,59.00,0.7443,0.1250,780.0000
 2014-05-04 171757, 12,                 0.05,                  1.0,                    5,                    5,200.00,9.00,58.00,0.8097,0.0833,833.0000
averages: ,                 0.05,                  1.0,                    5,                    5,200.00,8.13,54.50,0.8013,0.0706,713.1000
standard deviations: ,                 0.05,                  1.0,                    5,                    5,0.00,1.61,7.87,0.0293,0.0587,138.5249
*********************Job Settings*********************
                 setUnaffiliatedFraction :	,0.5
                        setGreenFraction :	,0.5
                      setStatePriorities :	,0
                       setIdeologyIssues :	,0
 timestamp, job ID, setUnaffiliatedFraction, setGreenFraction, setStatePriorities, setIdeologyIssues, proposals, laws count, provisions, satisfaction, total change, total votes
 2014-05-04 171811, 13,                  0.5,                  0.5,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
 2014-05-04 171827, 13,                  0.5,                  0.5,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
 2014-05-04 171843, 13,                  0.5,                  0.5,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
 2014-05-04 171859, 13,                  0.5,                  0.5,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
 2014-05-04 171915, 13,                  0.5,                  0.5,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
 2014-05-04 171931, 13,                  0.5,                  0.5,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
 2014-05-04 171947, 13,                  0.5,                  0.5,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
 2014-05-04 172002, 13,                  0.5,                  0.5,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
 2014-05-04 172018, 13,                  0.5,                  0.5,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
 2014-05-04 172034, 13,                  0.5,                  0.5,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
 2014-05-04 172051, 13,                  0.5,                  0.5,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
 2014-05-04 172107, 13,                  0.5,                  0.5,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
 2014-05-04 172122, 13,                  0.5,                  0.5,                    0,                    0,200.00,0.00,0.00,0.0000,0.0000,0.0000
