Timestamp: 2014-05-02 181139
Unaffiliated fraction: 0
Green fraction: 0.50
Ideology issues: 10

main issue,congress init dis,cosponsors,cosp init dis,cosp fin dis,com size,com init dis,com fin dis,# issues,congress final dis,votes
27,-0.5669,13,-0.6394,-0.6731,0,-0.5273,-0.6444,7,-0.5340,17
0,-0.5256,12,-0.4219,-0.8328,0,-0.7835,-0.8084,11,-0.6229,47
32,-0.5363,7,-0.7054,-0.7321,1,-0.1875,-0.7047,7,-0.5677,30
68,-0.5325,10,-0.4562,-0.6133,0,-0.4816,-0.6921,11,-0.6037,46
3,-0.5269,9,-0.5347,-0.6720,0,-0.6042,-0.6310,13,-0.4890,15
55,-0.5281,17,-0.9596,-0.9596,0,-0.4500,-0.6211,3,-0.5152,7
32,-0.4963,8,-0.6094,-0.8248,1,-0.6106,-0.8420,9,-0.5417,5
74,-0.5437,22,-0.7102,-0.7102,0,-0.4750,-0.6010,11,-0.5458,4
70,-0.5056,12,-0.5625,-0.8026,0,-0.4762,-0.6288,9,-0.6100,48
6,-0.5162,9,-0.5139,-0.8514,0,-0.6369,-0.7204,11,-0.6145,48
74,-0.5337,6,-0.6875,-0.6879,0,-0.7117,-0.7315,3,-0.5594,32
55,-0.5281,14,-0.8839,-0.8839,0,-0.8125,-0.8125,1,-0.5281,48
52,-0.5281,9,-0.4514,-0.6077,1,-0.6734,-0.7520,16,-0.5004,6
55,-0.5344,7,-0.8929,-0.9074,0,-0.6803,-0.7576,5,-0.6327,53
3,-0.5269,9,-0.6597,-0.7014,0,-0.4000,-0.6896,5,-0.5319,21
74,-0.5188,10,-0.7063,-0.8223,0,-0.4746,-0.6668,9,-0.5948,45
27,-0.5744,11,-0.7443,-0.9252,0,-0.6682,-0.7232,10,-0.6094,46
74,-0.5188,9,-0.4514,-0.6215,0,-0.5250,-0.7297,10,-0.6172,48
74,-0.5337,15,-0.4250,-0.5723,0,-0.5778,-0.6369,7,-0.4845,28
32,-0.5262,9,-0.5069,-0.6330,1,-0.3390,-0.5716,10,-0.4797,20
29,-0.5494,11,-0.6989,-0.7189,0,-0.4338,-0.6696,10,-0.4585,15
40,-0.5212,11,-0.9318,-0.9318,34,-1.0000,-1.0000,1,-0.5212,48
68,-0.5725,9,-0.6389,-0.6858,0,-0.4203,-0.7280,7,-0.4876,17
74,-0.5487,18,-0.5868,-0.8171,0,-0.4592,-0.5320,10,-0.5606,11
32,-0.5212,24,-0.5781,-0.6415,1,-0.0625,-0.4345,9,-0.6023,48
63,-0.5831,6,-0.6042,-0.6373,0,-0.5092,-0.6814,9,-0.5985,44
3,-0.5319,12,-0.5208,-0.9195,0,-0.6818,-0.7768,6,-0.5999,48
63,-0.4856,7,-0.6875,-0.7497,0,-0.3670,-0.6926,7,-0.4717,28
68,-0.5325,18,-0.5694,-0.6578,0,-0.5992,-0.6956,5,-0.5458,19
35,-0.5312,6,-0.6458,-0.7276,0,-0.4130,-0.5921,5,-0.5048,21
6,-0.5162,9,-0.3889,-0.6958,0,-0.5452,-0.5673,5,-0.4887,27
29,-0.5581,13,-0.7356,-0.7452,0,-0.5875,-0.6590,2,-0.5377,32
3,-0.5269,6,-0.6979,-0.8074,0,-0.6246,-0.6944,8,-0.5815,44
6,-0.5162,16,-0.6211,-0.6697,0,-0.7071,-0.7115,3,-0.5079,21
41,-0.5337,11,-0.4830,-0.6520,1,-0.6226,-0.9897,7,-0.5428,19
35,-0.5413,9,-0.5347,-0.6259,0,-0.5171,-0.6565,11,-0.4794,18
35,-0.5413,11,-0.5511,-0.6617,0,-0.4510,-0.5531,10,-0.5372,5
35,-0.5413,13,-0.6683,-0.6683,0,-0.4750,-0.7032,8,-0.5440,19
74,-0.5487,8,-0.7969,-0.7969,0,-0.6750,-0.7122,4,-0.5533,28
3,-0.5319,15,-0.5292,-0.7043,0,-0.4969,-0.6161,9,-0.5740,34
35,-0.5513,8,-0.5859,-0.6484,0,-0.3875,-0.5929,4,-0.5387,25
29,-0.5581,6,-0.5833,-0.6897,0,-0.5479,-0.7530,3,-0.5365,31
6,-0.5262,6,-0.5833,-0.8136,0,-0.5675,-0.6152,10,-0.5931,40
6,-0.5463,13,-0.6106,-0.7447,0,-0.4033,-0.5397,8,-0.5015,21
35,-0.5413,8,-0.7344,-0.8338,0,-0.4441,-0.5325,11,-0.5772,30
74,-0.5487,8,-0.7578,-0.7578,0,-0.4375,-0.6168,4,-0.5096,19
63,-0.4931,17,-0.7537,-0.8168,0,-0.4524,-0.5028,8,-0.4879,19
29,-0.5131,16,-0.7578,-0.8280,0,-0.2965,-0.4531,10,-0.4829,15
40,-0.5212,7,-0.9107,-0.9482,34,-0.9796,-0.9796,2,-0.5724,49
27,-0.5681,8,-0.7734,-0.8352,0,-0.6436,-0.7020,7,-0.6058,48
27,-0.4881,6,-0.5417,-0.7052,0,-0.6165,-0.6553,7,-0.5425,20
41,-0.5337,7,-0.6518,-0.8969,1,-0.8900,-0.9218,4,-0.4560,39
40,-0.5212,10,-1.0000,-1.0000,34,-1.0000,-1.0000,1,-0.5212,48
68,-0.5300,9,-0.4792,-0.6522,0,-0.6106,-0.7366,11,-0.6204,49
74,-0.5288,10,-0.5500,-0.7504,0,-0.6319,-0.6533,7,-0.4613,24
68,-0.5500,28,-0.4866,-0.5786,0,-0.6415,-0.6434,5,-0.5424,28
6,-0.5463,8,-0.6797,-0.6797,0,-0.7375,-0.7922,2,-0.5289,28
74,-0.5337,7,-0.6071,-0.8643,0,-0.5597,-0.6319,10,-0.6156,49
3,-0.5306,7,-0.6339,-0.6748,0,-0.4976,-0.5978,7,-0.4652,30
32,-0.5413,13,-0.6731,-0.8244,1,-0.3631,-0.7142,9,-0.4758,18
41,-0.5337,6,-0.5521,-0.8861,1,-0.8519,-0.9878,4,-0.4699,42
35,-0.5312,18,-0.4722,-0.8326,0,-0.6222,-0.6971,10,-0.6070,46
27,-0.4944,7,-0.6071,-0.7030,0,-0.4817,-0.5813,9,-0.5477,20
74,-0.5487,11,-0.6932,-0.9074,0,-0.6761,-0.7285,8,-0.6188,49
63,-0.5831,12,-0.6094,-0.7039,0,-0.7079,-0.7950,8,-0.6214,46
68,-0.5525,8,-0.5703,-0.7067,0,-0.5824,-0.6379,8,-0.5057,13
35,-0.5312,8,-0.4766,-0.5757,0,-0.4929,-0.5869,8,-0.5226,8
63,-0.5794,22,-0.5824,-0.8915,0,-0.9176,-0.9456,4,-0.5985,47
68,-0.5325,7,-0.8571,-0.8661,0,-0.5875,-0.7335,7,-0.5583,33
41,-0.5387,17,-0.5404,-0.7397,1,-0.9055,-0.9065,5,-0.4734,34
6,-0.5363,11,-0.4830,-0.5828,0,-0.6154,-0.6927,10,-0.5374,14
29,-0.5594,10,-0.4750,-0.6519,0,-0.6603,-0.7137,4,-0.5422,27
68,-0.5725,9,-0.6389,-0.7050,0,-0.5946,-0.6573,9,-0.6008,47
63,-0.4856,7,-0.5536,-0.6853,0,-0.4781,-0.5488,7,-0.5072,15
32,-0.5613,16,-0.5703,-0.6575,1,-0.3102,-0.6290,9,-0.4734,18
35,-0.5513,11,-0.4489,-0.7946,0,-0.4740,-0.5697,10,-0.5935,43
68,-0.5125,6,-0.3229,-0.6290,0,-0.6536,-0.6850,9,-0.5544,20
3,-0.5294,6,-0.7083,-0.7083,0,-0.8125,-0.8125,1,-0.5294,39
3,-0.5219,9,-0.5486,-0.5903,0,-0.4417,-0.6047,10,-0.4906,9
63,-0.5731,9,-0.5833,-0.6971,0,-0.5530,-0.6055,8,-0.5215,12
40,-0.5413,6,-0.7917,-0.8262,34,-0.0879,-0.6664,6,-0.5521,22
29,-0.5031,9,-0.6181,-0.6721,0,-0.5824,-0.6273,5,-0.5409,24
41,-0.5238,10,-0.6062,-0.7236,1,-0.6634,-0.9225,11,-0.4581,25
35,-0.5312,9,-0.6944,-0.7213,0,-0.4794,-0.7153,8,-0.6162,49
40,-0.5212,9,-1.0000,-1.0000,34,-1.0000,-1.0000,1,-0.5212,48
27,-0.5744,7,-0.5536,-0.7049,0,-0.4903,-0.5834,11,-0.5499,5
27,-0.4881,8,-0.4062,-0.5829,0,-0.5123,-0.7756,11,-0.6138,50
40,-0.5413,17,-0.9669,-0.9669,34,-0.0625,-0.7535,11,-0.5915,41
29,-0.5631,7,-0.5893,-0.6947,0,-0.4841,-0.6188,9,-0.5759,37
6,-0.5162,9,-0.3889,-0.5509,0,-0.5228,-0.6235,11,-0.4684,19
74,-0.5138,11,-0.6250,-0.6696,0,-0.5330,-0.6321,9,-0.4893,17
63,-0.5669,16,-0.5859,-0.6192,0,-0.5478,-0.6392,7,-0.5823,46
74,-0.5487,9,-0.6250,-0.7402,0,-0.5531,-0.9567,4,-0.5793,47
35,-0.5413,7,-0.6250,-0.6702,0,-0.4815,-0.6159,6,-0.5851,48
35,-0.5513,14,-0.5089,-0.6653,0,-0.5989,-0.6702,7,-0.4939,15
68,-0.5300,11,-0.4943,-0.5490,0,-0.4728,-0.7252,11,-0.5743,33
32,-0.5012,9,-0.4583,-0.7341,1,-0.1750,-0.4371,9,-0.4909,16
35,-0.5112,6,-0.4271,-0.6145,0,-0.4945,-0.5973,10,-0.5245,2
3,-0.5394,9,-0.6389,-0.6822,0,-0.4944,-0.6561,7,-0.5377,21
32,-0.5162,8,-0.4531,-0.7159,1,-0.7057,-0.8358,10,-0.5739,20
63,-0.5856,12,-0.6250,-0.6803,0,-0.5487,-0.7002,8,-0.6162,49
29,-0.5581,9,-0.5139,-0.8377,0,-0.5754,-0.6021,6,-0.4664,39
63,-0.5856,7,-0.4911,-0.6550,0,-0.5685,-0.5760,9,-0.4964,15
3,-0.5394,9,-0.6389,-0.6805,0,-0.6163,-0.6841,6,-0.5511,23
6,-0.5463,7,-0.5179,-0.7831,0,-0.7228,-0.7712,9,-0.5868,46
6,-0.5337,9,-0.6250,-0.7474,0,-0.6733,-0.7797,8,-0.6146,50
68,-0.5325,11,-0.6818,-0.7726,0,-0.6034,-0.6368,7,-0.4519,33
35,-0.5413,17,-0.5037,-0.7844,0,-0.2880,-0.8325,10,-0.6159,49
40,-0.5212,9,-0.9722,-0.9722,34,-1.0000,-1.0000,1,-0.5212,48
32,-0.5212,9,-0.6528,-0.7047,1,-0.6815,-0.8522,6,-0.5585,14
6,-0.5262,9,-0.6736,-0.7965,0,-0.6225,-0.6867,7,-0.4693,27
27,-0.4869,6,-0.4583,-0.7249,0,-0.3964,-0.6412,10,-0.6067,46
68,-0.5500,17,-0.6140,-0.6171,0,-0.7076,-0.8360,5,-0.6224,49
74,-0.5337,7,-0.6071,-0.7490,0,-0.5105,-0.7170,7,-0.4570,31
74,-0.5487,8,-0.6797,-0.8164,0,-0.6799,-0.7271,7,-0.5838,47
74,-0.5337,7,-0.4732,-0.9061,0,-0.6464,-0.7148,8,-0.5983,48
41,-0.5238,10,-0.4875,-0.6662,1,-0.3493,-0.8608,7,-0.5378,19
68,-0.5325,22,-0.5199,-0.9068,0,-0.5074,-0.5539,11,-0.5873,43
63,-0.5856,12,-0.6250,-0.7058,0,-0.4126,-0.5442,11,-0.5688,30
40,-0.5212,6,-0.7812,-0.8877,34,-0.9748,-0.9755,2,-0.5674,49
6,-0.5463,8,-0.6172,-0.6793,0,-0.7202,-0.7202,2,-0.5139,22
41,-0.5337,9,-0.4722,-0.7489,1,-0.5592,-0.7665,11,-0.4550,26
63,-0.4931,7,-0.5804,-0.6046,0,-0.4854,-0.6899,8,-0.6110,47
35,-0.5312,7,-0.4554,-0.8133,0,-0.6209,-0.6769,10,-0.6017,49
29,-0.5081,17,-0.6654,-0.7307,0,-0.4841,-0.5321,8,-0.4680,33
63,-0.5731,7,-0.6786,-0.9234,0,-0.4614,-0.6400,8,-0.5962,48
27,-0.4944,11,-0.4489,-0.6212,0,-0.5342,-0.6980,7,-0.6070,48
3,-0.5369,10,-0.5625,-0.8036,0,-0.3962,-0.4492,8,-0.4807,25
3,-0.5231,11,-0.6591,-0.6705,0,-0.4875,-0.6980,3,-0.5259,30
29,-0.5631,10,-0.6125,-0.7497,0,-0.6938,-0.7330,7,-0.5942,47
74,-0.5288,7,-0.5446,-0.6240,0,-0.4334,-0.7547,8,-0.5880,45
74,-0.5288,9,-0.7292,-0.7292,0,-0.5750,-0.6584,3,-0.5443,28
40,-0.5212,18,-0.9271,-0.9292,34,-0.9761,-0.9761,2,-0.5506,48
40,-0.5413,7,-1.0000,-1.0000,34,-0.0625,-0.4067,10,-0.5043,11
27,-0.5681,22,-0.6108,-0.6546,0,-0.6496,-0.7958,4,-0.5571,28
29,-0.5631,10,-0.5750,-0.6474,0,-0.5143,-0.6100,9,-0.5731,39
6,-0.5262,6,-0.5833,-0.8267,0,-0.5935,-0.6596,9,-0.6090,48
27,-0.4881,8,-0.5000,-0.6725,0,-0.5217,-0.6435,6,-0.5832,49
27,-0.5681,9,-0.6250,-0.7430,0,-0.6785,-0.7250,4,-0.5625,45
3,-0.5269,9,-0.5486,-0.6648,0,-0.4599,-0.5730,11,-0.6009,45
Laws passed: 8
Total provisions: 64
Satisfaction with legislation: 0.7211
