1.00000 ,0.21918 ,-0.14153 ,-0.04868 ,0.24586 ,0.22866 ,0.12369 ,0.27412 ,0.32512 ,-0.05406 ,0.04165 ,0.12346 ,-0.05450 ,0.07041 ,0.07440 ,-0.20350 ,-0.03383 ,0.04600 ,-0.10725 ,-0.00773 ,0.01741 ,0.12931 ,-0.02314 ,0.25346 ,0.01833 ,0.17680 ,0.19908 ,0.06474 ,0.14795 ,0.35471 ,-0.13412 ,0.12344 ,0.15265 ,0.11811 ,0.05711 ,0.19168 ,-0.05742 ,-0.24537 ,0.05000 ,-0.17908 ,0.19116 ,-0.07870 ,-0.07453 ,0.22742 ,0.28023 ,0.30977 ,0.04178 ,0.09770 ,0.05704 ,0.24476 ,0.12653 ,0.05033 ,0.35833 ,0.18077 ,0.10646 ,-0.32616 ,-0.04698 ,-0.24686 ,0.05386 ,0.00929 ,-0.09459 ,-0.06745 ,-0.14519 ,-0.09086 ,-0.09244 ,-0.04059 ,0.13580 ,0.18316 ,-0.17301 ,0.23621 ,0.23322 ,0.08795 ,-0.31715 ,-0.14567 ,0.24224 ,-0.07106 ,-0.14426 ,0.05700 ,-0.19960 ,0.26665 ,-0.04226 ,0.05718 ,-0.01874 ,0.03240 ,-0.19924 ,0.00311 ,-0.01348 ,-0.06976 ,0.07767 ,0.05933 ,-0.04096 ,0.33787 ,0.08073 ,0.08190 ,0.05888 ,-0.04473 ,-0.04376 ,-0.04227 ,0.05793 ,0.03284 ,
0.09830 ,1.00000 ,0.50068 ,-0.01291 ,0.15236 ,-0.22753 ,0.05093 ,-0.27455 ,-0.07571 ,-0.23151 ,0.12571 ,0.14247 ,0.44866 ,0.04621 ,0.29669 ,0.21003 ,-0.49976 ,0.02710 ,0.38349 ,-0.17550 ,0.38070 ,-0.00060 ,0.03739 ,-0.27133 ,0.02531 ,0.50541 ,-0.37607 ,-0.57483 ,0.20114 ,0.17756 ,0.25141 ,0.30195 ,-0.44993 ,-0.25356 ,-0.32273 ,0.27595 ,-0.25088 ,-0.34915 ,-0.07573 ,-0.54834 ,0.10056 ,0.38013 ,0.27707 ,-0.12435 ,-0.29678 ,0.15086 ,0.13009 ,-0.02732 ,-0.18034 ,-0.10017 ,0.27326 ,0.17391 ,-0.11731 ,0.00702 ,0.10743 ,0.12471 ,0.35581 ,0.00798 ,0.20713 ,0.67758 ,0.52168 ,-0.16475 ,0.10466 ,0.29973 ,0.30440 ,0.19374 ,-0.43848 ,0.22764 ,0.35669 ,0.00748 ,0.05139 ,0.23163 ,0.28050 ,0.22970 ,-0.02545 ,0.10624 ,0.03146 ,0.20521 ,-0.01472 ,-0.10356 ,-0.00498 ,0.20496 ,-0.02249 ,0.40460 ,0.10292 ,-0.28730 ,0.62716 ,0.38110 ,0.49968 ,0.35562 ,0.49470 ,0.32538 ,0.35701 ,0.07617 ,0.37436 ,0.17796 ,0.10827 ,0.60119 ,0.33312 ,-0.11760 ,
-0.32408 ,-0.02640 ,1.00000 ,-0.10005 ,-0.04866 ,-0.10509 ,0.40184 ,0.24557 ,0.29818 ,0.10037 ,0.30200 ,0.33019 ,0.10633 ,-0.06824 ,-0.15129 ,0.12064 ,0.18211 ,0.26137 ,-0.37300 ,-0.02188 ,-0.00278 ,0.04699 ,0.02888 ,-0.01940 ,0.11886 ,0.32310 ,0.35254 ,0.02871 ,0.34727 ,0.34445 ,0.37359 ,-0.14914 ,-0.20739 ,0.25180 ,0.04899 ,0.39789 ,-0.10590 ,-0.00005 ,-0.10450 ,0.22019 ,-0.37519 ,0.62430 ,-0.24630 ,-0.39954 ,0.50239 ,0.12501 ,-0.55040 ,-0.12540 ,-0.09920 ,0.02470 ,-0.05832 ,0.40321 ,0.27075 ,-0.17204 ,-0.18100 ,-0.27712 ,0.34822 ,-0.07341 ,0.00601 ,0.37736 ,0.32569 ,-0.39754 ,0.00047 ,0.14535 ,-0.12579 ,0.50063 ,0.02459 ,-0.05281 ,0.09954 ,0.07802 ,0.17519 ,0.14930 ,-0.12642 ,0.44968 ,-0.19975 ,-0.25039 ,0.04969 ,-0.10204 ,-0.00020 ,0.32930 ,0.09661 ,-0.04518 ,-0.42855 ,-0.02497 ,0.20180 ,-0.37600 ,0.17084 ,0.09697 ,-0.00157 ,0.09829 ,-0.03041 ,0.37331 ,0.00327 ,-0.00276 ,0.67647 ,-0.27609 ,-0.12404 ,-0.12646 ,-0.06581 ,0.04854 ,
-0.11792 ,-0.06661 ,-0.09035 ,1.00000 ,-0.21650 ,-0.02463 ,-0.35860 ,0.19343 ,-0.06701 ,-0.34971 ,-0.33245 ,-0.08567 ,-0.40758 ,-0.27809 ,-0.37942 ,-0.36492 ,0.26267 ,-0.59763 ,-0.02060 ,0.27069 ,-0.06720 ,0.02691 ,-0.37949 ,-0.41530 ,-0.05652 ,-0.49711 ,0.13367 ,-0.04794 ,-0.25983 ,-0.18883 ,-0.38269 ,-0.21381 ,0.31182 ,0.08930 ,0.36050 ,0.00649 ,-0.03602 ,0.18178 ,-0.24372 ,-0.04839 ,-0.10829 ,-0.33323 ,-0.57719 ,0.05710 ,0.30180 ,-0.05791 ,-0.01304 ,-0.35912 ,-0.17750 ,-0.03199 ,-0.19390 ,-0.29029 ,0.33027 ,0.20736 ,0.23534 ,0.25209 ,0.02524 ,0.40143 ,0.60478 ,0.02158 ,-0.02510 ,0.65744 ,0.43229 ,-0.06396 ,0.70523 ,0.15459 ,0.72508 ,0.26777 ,0.28239 ,0.52909 ,0.25498 ,0.13907 ,0.22830 ,0.00289 ,0.11621 ,0.30314 ,0.13212 ,0.35274 ,0.40996 ,0.33058 ,0.06040 ,0.60204 ,0.35188 ,0.25011 ,0.03331 ,0.34672 ,0.23661 ,0.17313 ,0.52825 ,0.42644 ,0.32027 ,0.64866 ,0.34341 ,0.60197 ,-0.04708 ,0.49813 ,0.28520 ,0.16238 ,0.29836 ,0.62902 ,
-0.03879 ,0.11887 ,0.47563 ,0.34692 ,1.00000 ,-0.22247 ,0.09932 ,-0.00280 ,-0.00190 ,0.09210 ,-0.24315 ,-0.42200 ,-0.24910 ,-0.42384 ,-0.07041 ,0.22581 ,0.07117 ,-0.20208 ,-0.22446 ,0.42492 ,-0.27634 ,-0.12944 ,0.06013 ,0.08028 ,-0.05910 ,-0.47458 ,0.54821 ,0.02823 ,-0.03283 ,0.02554 ,-0.37479 ,0.22871 ,-0.17329 ,0.08711 ,-0.12725 ,-0.10335 ,0.27022 ,-0.04350 ,0.11935 ,-0.24930 ,0.09914 ,-0.23178 ,0.14118 ,0.05567 ,0.04744 ,0.34433 ,-0.10685 ,-0.00181 ,0.09859 ,0.17012 ,0.09376 ,0.18286 ,-0.20294 ,0.28280 ,0.44988 ,-0.10322 ,0.41113 ,0.23485 ,0.37499 ,0.42929 ,-0.22625 ,-0.02849 ,0.35267 ,0.04507 ,0.00097 ,0.64869 ,0.57470 ,0.36810 ,-0.10153 ,0.40251 ,0.55054 ,0.02136 ,0.42382 ,-0.07569 ,0.20692 ,-0.12083 ,0.00157 ,0.36698 ,-0.19493 ,0.02332 ,0.04622 ,0.37491 ,0.13748 ,-0.08399 ,-0.30217 ,-0.17464 ,0.20070 ,-0.20566 ,-0.06647 ,0.22945 ,-0.04822 ,0.42629 ,0.18289 ,-0.11696 ,0.00522 ,-0.01253 ,-0.08756 ,0.20079 ,-0.14721 ,-0.09063 ,
0.11772 ,0.25704 ,0.19292 ,-0.29550 ,0.14388 ,1.00000 ,0.85144 ,0.65395 ,0.65272 ,0.87492 ,0.80486 ,0.92426 ,0.87389 ,0.95065 ,0.67356 ,0.90119 ,0.82243 ,0.97566 ,0.85159 ,0.60799 ,0.82214 ,0.67442 ,0.70180 ,0.70064 ,0.89972 ,0.95117 ,0.70605 ,0.79909 ,0.62758 ,0.72072 ,0.97460 ,0.90000 ,1.00000 ,0.70145 ,0.95032 ,0.74248 ,0.67844 ,0.87703 ,0.97522 ,0.82503 ,0.73011 ,0.95061 ,0.82349 ,0.92590 ,0.65395 ,0.77478 ,0.62863 ,0.65742 ,0.62528 ,0.77589 ,0.65552 ,0.66402 ,-0.77056 ,-0.71788 ,-0.87500 ,-0.59164 ,-0.87500 ,-0.61308 ,-0.84929 ,-0.53996 ,-0.66968 ,-0.66893 ,-0.64336 ,-0.58898 ,-0.87500 ,-0.72208 ,-0.82271 ,-0.77188 ,-0.51664 ,-0.69268 ,-0.82336 ,-0.56941 ,-0.61784 ,-0.53854 ,-0.82278 ,-0.51596 ,-0.59453 ,-0.69424 ,-0.56275 ,-0.87500 ,-0.51256 ,-0.82319 ,-0.64200 ,-0.48641 ,-0.56565 ,-0.77201 ,-0.61214 ,-0.51450 ,-0.77310 ,-0.48827 ,-0.54477 ,-0.74524 ,-0.79835 ,-0.48601 ,-0.53670 ,-0.51334 ,-0.61116 ,-0.59837 ,-0.48369 ,-0.51265 ,
0.21793 ,0.45738 ,0.43190 ,-0.38138 ,0.31255 ,0.95145 ,1.00000 ,0.78273 ,0.78371 ,0.77860 ,0.92626 ,0.77597 ,0.78140 ,1.00000 ,0.78382 ,0.80458 ,0.82871 ,0.75791 ,0.85522 ,0.61630 ,0.66466 ,0.83012 ,0.92567 ,0.73599 ,0.80464 ,0.66245 ,0.80571 ,0.65983 ,0.66656 ,0.92676 ,0.82775 ,0.85219 ,0.84965 ,0.90295 ,0.85475 ,0.92255 ,0.66186 ,0.63017 ,0.75584 ,0.97553 ,0.68398 ,0.97571 ,0.77885 ,0.82924 ,0.73065 ,0.70575 ,0.80704 ,0.70503 ,0.92554 ,0.78447 ,0.95202 ,0.97578 ,-0.69573 ,-0.87500 ,-0.77106 ,-0.59165 ,-0.71780 ,-0.87500 ,-0.79799 ,-0.52068 ,-0.59707 ,-0.82444 ,-0.87500 ,-0.87500 ,-0.74803 ,-0.79977 ,-0.74843 ,-0.84985 ,-0.72268 ,-0.62194 ,-0.79906 ,-0.82458 ,-0.49580 ,-0.51431 ,-0.66764 ,-0.52196 ,-0.74760 ,-0.72284 ,-0.87500 ,-0.84954 ,-0.79896 ,-0.51493 ,-0.69696 ,-0.79834 ,-0.62125 ,-0.62046 ,-0.77268 ,-0.79703 ,-0.74408 ,-0.82227 ,-0.69994 ,-0.61228 ,-0.64842 ,-0.59610 ,-0.67166 ,-0.76878 ,-0.82373 ,-0.57693 ,-0.57091 ,-0.56984 ,
0.29839 ,0.19461 ,0.20037 ,-0.38657 ,0.23093 ,0.82726 ,0.75730 ,1.00000 ,0.92699 ,0.80076 ,0.63009 ,0.87395 ,0.74619 ,0.65414 ,0.89976 ,0.92679 ,0.64895 ,0.70377 ,0.64446 ,0.80000 ,0.82870 ,0.97512 ,0.90128 ,0.76886 ,0.74839 ,0.67838 ,0.63061 ,0.95084 ,0.87418 ,0.92726 ,0.95040 ,0.62955 ,0.87427 ,0.69186 ,0.82565 ,0.74401 ,0.92505 ,0.87469 ,0.70552 ,0.82720 ,0.82755 ,0.97559 ,0.82438 ,0.64724 ,0.87714 ,0.84800 ,0.75267 ,0.84946 ,0.77338 ,0.80229 ,0.72621 ,0.87097 ,-0.56092 ,-0.48186 ,-0.74547 ,-0.51433 ,-0.51572 ,-0.79686 ,-0.84921 ,-0.69405 ,-0.72036 ,-0.77116 ,-0.69494 ,-0.84927 ,-0.79808 ,-0.84956 ,-0.79696 ,-0.79830 ,-0.64244 ,-0.61949 ,-0.79843 ,-0.64636 ,-0.66773 ,-0.69222 ,-0.87500 ,-0.82362 ,-0.50335 ,-0.56499 ,-0.51312 ,-0.77213 ,-0.79747 ,-0.84905 ,-0.69287 ,-0.61457 ,-0.79575 ,-0.74537 ,-0.71491 ,-0.60908 ,-0.82446 ,-0.77310 ,-0.82378 ,-0.59123 ,-0.56988 ,-0.69485 ,-0.82239 ,-0.87500 ,-0.63815 ,-0.84961 ,-0.66848 ,-0.71428 ,
0.00473 ,0.22711 ,0.19596 ,-0.32751 ,0.28995 ,0.87464 ,0.92593 ,0.74925 ,1.00000 ,0.80185 ,0.74846 ,0.61948 ,0.84656 ,1.00000 ,0.62769 ,0.90066 ,0.70156 ,0.92508 ,0.97474 ,0.79978 ,0.92511 ,0.72421 ,0.71574 ,0.84762 ,0.72648 ,0.89988 ,0.66548 ,0.64989 ,0.84908 ,0.95002 ,0.66781 ,0.70014 ,0.97488 ,0.89845 ,0.79841 ,0.97367 ,0.84914 ,0.76726 ,0.82010 ,0.90042 ,0.69899 ,0.92596 ,0.77177 ,0.85023 ,0.82481 ,0.92338 ,0.79695 ,0.61804 ,0.84618 ,0.63022 ,1.00000 ,0.75050 ,-0.52566 ,-0.57740 ,-0.58165 ,-0.79385 ,-0.55708 ,-0.50161 ,-0.74315 ,-0.74075 ,-0.66311 ,-0.53237 ,-0.60492 ,-0.55675 ,-0.63830 ,-0.50751 ,-0.76895 ,-0.52760 ,-0.63291 ,-0.63604 ,-0.71758 ,-0.84874 ,-0.60614 ,-0.76886 ,-0.74183 ,-0.47623 ,-0.50568 ,-0.84813 ,-0.57533 ,-0.74139 ,-0.71602 ,-0.55704 ,-0.84840 ,-0.58322 ,-0.66301 ,-0.79363 ,-0.87500 ,-0.87500 ,-0.84866 ,-0.66499 ,-0.68821 ,-0.58414 ,-0.61127 ,-0.74271 ,-0.84827 ,-0.63609 ,-0.76743 ,-0.84881 ,-0.57873 ,-0.76767 ,
-0.18961 ,-0.03429 ,0.50846 ,-0.04394 ,-0.18692 ,0.38299 ,0.80475 ,0.82832 ,0.53437 ,1.00000 ,0.77957 ,0.41164 ,0.35074 ,0.87758 ,0.52755 ,0.63461 ,0.85138 ,0.63109 ,0.40611 ,0.55109 ,0.40877 ,0.77213 ,0.44819 ,0.77757 ,0.72508 ,0.32463 ,0.70017 ,0.78096 ,0.58113 ,0.31512 ,0.57234 ,0.72760 ,0.62201 ,0.67949 ,0.74693 ,0.56465 ,0.60629 ,0.72491 ,0.40741 ,0.77185 ,0.37555 ,0.65125 ,0.66493 ,0.67367 ,0.66799 ,0.66221 ,0.57525 ,0.65431 ,0.72181 ,0.56171 ,0.74897 ,0.71970 ,-0.33763 ,-0.56695 ,-0.41426 ,-0.49277 ,-0.26642 ,-0.49428 ,-0.61657 ,-0.77319 ,-0.79910 ,-0.51978 ,-0.47188 ,-0.25898 ,-0.41648 ,-0.77226 ,-0.30983 ,-0.62597 ,-0.49447 ,-0.46897 ,-0.44300 ,-0.57634 ,-0.47189 ,-0.29083 ,-0.34096 ,-0.28695 ,-0.49353 ,-0.39109 ,-0.28724 ,-0.48814 ,-0.18689 ,-0.37019 ,-0.43908 ,-0.82354 ,-0.69459 ,-0.46651 ,-0.52142 ,-0.62375 ,-0.67307 ,-0.44697 ,-0.57266 ,-0.54482 ,-0.45347 ,-0.59418 ,-0.40739 ,-0.53831 ,-0.43190 ,-0.75197 ,-0.51563 ,-0.67117 ,
