Timestamp: 2014-05-02 165202
Unaffiliated fraction: 0
Green fraction: 0.50
Ideology issues: 5

main issue,congress init dis,cosponsors,cosp init dis,cosp fin dis,com size,com init dis,com fin dis,# issues,congress final dis,votes
1,-0.5381,11,-0.5341,-0.6240,7,-0.6147,-0.6695,10,-0.5723,42
17,-0.5681,10,-0.5813,-0.6965,7,-0.5196,-0.5856,14,-0.5432,28
1,-0.5244,7,-0.8304,-0.8428,7,-0.7173,-0.7687,4,-0.5609,42
42,-0.5219,12,-0.5052,-0.6069,4,-0.4799,-0.6107,16,-0.5403,20
21,-0.5413,12,-0.5208,-0.6299,6,-0.4704,-0.6756,14,-0.5561,31
1,-0.5381,8,-0.5859,-0.6623,7,-0.3483,-0.6143,10,-0.5375,28
31,-0.5100,10,-0.5563,-0.6359,5,-0.4986,-0.5783,17,-0.5361,31
21,-0.5012,18,-0.5903,-0.6137,6,-0.4354,-0.5775,15,-0.5757,37
21,-0.5613,15,-0.5375,-0.5937,6,-0.6600,-0.7032,10,-0.5924,47
39,-0.5581,8,-0.7734,-0.7734,17,-0.0625,-0.7813,9,-0.5510,34
39,-0.5444,14,-0.4911,-0.5910,17,-0.5482,-0.8138,5,-0.5777,46
5,-0.5644,18,-0.5556,-0.6284,1,-0.5701,-0.8031,15,-0.5676,31
22,-0.5381,7,-0.5357,-0.7975,7,-0.6141,-0.6258,8,-0.5870,49
31,-0.5225,9,-0.6667,-0.7125,5,-0.3977,-0.5876,12,-0.5388,21
18,-0.5337,9,-0.5208,-0.5989,2,-0.5026,-0.5698,16,-0.5544,24
42,-0.5419,20,-0.6531,-0.6585,4,-0.5248,-0.6516,17,-0.5533,33
17,-0.5719,6,-0.6667,-0.7280,7,-0.4924,-0.5923,9,-0.5218,26
39,-0.5581,14,-0.6295,-0.6578,17,-0.2576,-0.4912,16,-0.5081,15
15,-0.5831,9,-0.4375,-0.6366,0,-0.5258,-0.6100,17,-0.5595,32
3,-0.5331,11,-0.5000,-0.6633,1,-0.5976,-0.6845,15,-0.5155,20
19,-0.5350,7,-0.4375,-0.6855,2,-0.5495,-0.7566,16,-0.5672,32
29,-0.5494,10,-0.6937,-0.7552,3,-0.6001,-0.7582,11,-0.5703,37
22,-0.5369,8,-0.6641,-0.6799,7,-0.7042,-0.7306,6,-0.5403,39
31,-0.5100,7,-0.5179,-0.6052,5,-0.3984,-0.6504,19,-0.5575,23
31,-0.5400,9,-0.6528,-0.7028,5,-0.5504,-0.6358,12,-0.5632,33
22,-0.5644,12,-0.5729,-0.6683,7,-0.6090,-0.6579,10,-0.5475,31
28,-0.5463,10,-0.5312,-0.6625,5,-0.5940,-0.6324,16,-0.5439,26
39,-0.4944,12,-0.5938,-0.6686,17,-0.7525,-0.7626,5,-0.6489,60
1,-0.5244,6,-0.6875,-0.8099,7,-0.7467,-0.7560,7,-0.5467,35
18,-0.5337,9,-0.6042,-0.7110,2,-0.6677,-0.7790,10,-0.5371,27
21,-0.5687,8,-0.4453,-0.6841,6,-0.3568,-0.6200,13,-0.5458,30
1,-0.5456,9,-0.6806,-0.6905,7,-0.4016,-0.5776,12,-0.5472,27
15,-0.5856,12,-0.6302,-0.6453,0,-0.7375,-0.8030,5,-0.5487,36
41,-0.5138,16,-0.6641,-0.6684,5,-0.5093,-0.6591,9,-0.5375,34
5,-0.5719,12,-0.5781,-0.6668,1,-0.3363,-0.8982,6,-0.5132,29
30,-0.5525,8,-0.6719,-0.7211,5,-0.5333,-0.6713,10,-0.5291,27
31,-0.5225,7,-0.7054,-0.7382,5,-0.4585,-0.6114,11,-0.5350,24
3,-0.4981,10,-0.6000,-0.6858,1,-0.4914,-0.8385,10,-0.5208,21
18,-0.5487,15,-0.5500,-0.6420,2,-0.5265,-0.6201,11,-0.5265,29
18,-0.5337,14,-0.5402,-0.6584,2,-0.5841,-0.6686,9,-0.5369,31
25,-0.4919,11,-0.6136,-0.6315,0,-0.5961,-0.7285,5,-0.5589,41
42,-0.4956,13,-0.5577,-0.6361,4,-0.5289,-0.6484,8,-0.5394,28
31,-0.5100,10,-0.6125,-0.6867,5,-0.5588,-0.6633,9,-0.5467,29
25,-0.4656,7,-0.7143,-0.7143,0,-0.5250,-0.7480,3,-0.5085,34
21,-0.5437,12,-0.5000,-0.6350,6,-0.6144,-0.7264,8,-0.5601,36
42,-0.5706,6,-0.7083,-0.7135,4,-0.5065,-0.6251,9,-0.5380,28
17,-0.5381,8,-0.6484,-0.6784,7,-0.5639,-0.6407,5,-0.5305,32
5,-0.4981,20,-0.5312,-0.5980,1,-0.5228,-0.8914,10,-0.5343,25
25,-0.4669,8,-0.6016,-0.7497,0,-0.3173,-0.7084,8,-0.5555,35
5,-0.5419,14,-0.5625,-0.6350,1,-0.7566,-0.8755,10,-0.5340,25
42,-0.4956,9,-0.5486,-0.7059,4,-0.5443,-0.6787,11,-0.5390,32
25,-0.5956,8,-0.6562,-0.6581,0,-0.4333,-0.5981,10,-0.5348,32
28,-0.5062,9,-0.6458,-0.7315,5,-0.5481,-0.6358,6,-0.5330,32
18,-0.5537,12,-0.5990,-0.6516,2,-0.4451,-0.7442,7,-0.5303,30
42,-0.5706,6,-0.7083,-0.7296,4,-0.5183,-0.6277,8,-0.5255,31
28,-0.5262,9,-0.6875,-0.6989,5,-0.5498,-0.6683,9,-0.5355,29
42,-0.5656,11,-0.6875,-0.6875,4,-0.5312,-0.6157,6,-0.5224,31
5,-0.5269,11,-0.4375,-0.6750,1,-0.6617,-0.9688,4,-0.5422,38
41,-0.5038,11,-0.5455,-0.6409,5,-0.5650,-0.6551,8,-0.5523,37
28,-0.5363,8,-0.5547,-0.6580,5,-0.6061,-0.7072,8,-0.5380,28
34,-0.5194,15,-0.3583,-0.6392,2,-0.6479,-0.7627,9,-0.5454,29
3,-0.5406,15,-0.5375,-0.6009,1,-0.8594,-0.9004,6,-0.5383,32
17,-0.4906,18,-0.4618,-0.6080,7,-0.5380,-0.6396,7,-0.5277,28
18,-0.5563,11,-0.5170,-0.6399,2,-0.4869,-0.6341,8,-0.5364,30
3,-0.5206,6,-0.6042,-0.7517,1,-0.3655,-0.9277,8,-0.5385,30
18,-0.5138,6,-0.6875,-0.8049,2,-0.5366,-0.6712,8,-0.5294,30
5,-0.5731,7,-0.5179,-0.7358,1,-0.3625,-0.9293,9,-0.5318,29
34,-0.5181,6,-0.6146,-0.7536,2,-0.5800,-0.7650,8,-0.5511,34
18,-0.5537,7,-0.5446,-0.6343,2,-0.4895,-0.6831,9,-0.5460,31
5,-0.5356,13,-0.6298,-0.6298,1,-0.9375,-1.0000,1,-0.5344,40
31,-0.5250,14,-0.6071,-0.6684,5,-0.4305,-0.6397,8,-0.5286,29
3,-0.5444,13,-0.6106,-0.6617,1,-0.3197,-0.6859,9,-0.5268,30
18,-0.5337,10,-0.5062,-0.6464,2,-0.6030,-0.7268,8,-0.5290,31
21,-0.4938,12,-0.5208,-0.6108,6,-0.4008,-0.7023,9,-0.5352,27
17,-0.5719,8,-0.5469,-0.6954,7,-0.5297,-0.5928,5,-0.5496,36
5,-0.5419,14,-0.5625,-0.6683,1,-0.4163,-0.8282,6,-0.5290,30
28,-0.5463,10,-0.6062,-0.6397,5,-0.5752,-0.6100,9,-0.5283,29
41,-0.5587,17,-0.5919,-0.6696,5,-0.5650,-0.6437,9,-0.5466,28
3,-0.5294,7,-0.6339,-0.6925,1,-0.3304,-0.8136,9,-0.5267,32
17,-0.5681,6,-0.5833,-0.7182,7,-0.5293,-0.6080,9,-0.5332,27
41,-0.5088,8,-0.5000,-0.6421,5,-0.6545,-0.6806,7,-0.5452,38
41,-0.5637,10,-0.4813,-0.5941,5,-0.5495,-0.6165,9,-0.5324,28
28,-0.5463,9,-0.6806,-0.7477,5,-0.6386,-0.6693,4,-0.5495,36
17,-0.5681,6,-0.5833,-0.7098,7,-0.6194,-0.6383,5,-0.5307,32
5,-0.5431,7,-0.5625,-0.7019,1,-0.6381,-0.9611,9,-0.5333,27
31,-0.5525,6,-0.6979,-0.7645,5,-0.6582,-0.6800,4,-0.5381,34
3,-0.5644,9,-0.5764,-0.6892,1,-0.6886,-0.8916,7,-0.5260,36
18,-0.5262,12,-0.6823,-0.7371,2,-0.5779,-0.7423,6,-0.5127,23
34,-0.5194,9,-0.5000,-0.6457,2,-0.5025,-0.7087,7,-0.5271,27
5,-0.5206,17,-0.4779,-0.6232,1,-0.5275,-0.8131,8,-0.5268,23
17,-0.4906,18,-0.4618,-0.6087,7,-0.4993,-0.5973,9,-0.5484,30
28,-0.5363,12,-0.6562,-0.7538,5,-0.5385,-0.7180,6,-0.5379,32
41,-0.5587,10,-0.6188,-0.6968,5,-0.5240,-0.6147,8,-0.5392,33
31,-0.5550,15,-0.6375,-0.6831,5,-0.6526,-0.6955,3,-0.5583,41
41,-0.5537,6,-0.4792,-0.5880,5,-0.5612,-0.6571,8,-0.5450,38
17,-0.5719,8,-0.7578,-0.7878,7,-0.5782,-0.6630,3,-0.5357,36
17,-0.5694,8,-0.6719,-0.6743,7,-0.5610,-0.6435,6,-0.5322,30
5,-0.5344,12,-0.5469,-0.6678,1,-0.7315,-0.8123,8,-0.5184,23
21,-0.5687,9,-0.5903,-0.7329,6,-0.6471,-0.7050,8,-0.5365,25
5,-0.5719,6,-0.5729,-0.7188,1,-0.9329,-0.9530,4,-0.5432,36
18,-0.5262,12,-0.6823,-0.7326,2,-0.5867,-0.7520,5,-0.5320,30
18,-0.5537,6,-0.5000,-0.7252,2,-0.5003,-0.6606,9,-0.5254,26
18,-0.5337,9,-0.6042,-0.7699,2,-0.6674,-0.7788,8,-0.5278,25
41,-0.5537,10,-0.6312,-0.6797,5,-0.5810,-0.6419,6,-0.5450,34
28,-0.5363,8,-0.3828,-0.6290,5,-0.5728,-0.6742,6,-0.5476,35
5,-0.4981,20,-0.5312,-0.6059,1,-0.4497,-0.9494,8,-0.5290,29
3,-0.5644,14,-0.5938,-0.6469,1,-0.8091,-0.9898,8,-0.5214,27
34,-0.5181,14,-0.5357,-0.6426,2,-0.5354,-0.7273,7,-0.5439,24
21,-0.5487,17,-0.5588,-0.6110,6,-0.4550,-0.5678,8,-0.5398,34
28,-0.5262,10,-0.5563,-0.6341,5,-0.5926,-0.6470,7,-0.5321,29
18,-0.5138,13,-0.6538,-0.7647,2,-0.4469,-0.7178,9,-0.5353,27
5,-0.5719,10,-0.6937,-0.7688,1,-0.2500,-0.6926,9,-0.5145,24
21,-0.5687,8,-0.7266,-0.7409,6,-0.7423,-0.7808,3,-0.5350,35
18,-0.5363,18,-0.5347,-0.5972,2,-0.6376,-0.7527,9,-0.5228,27
17,-0.5269,15,-0.5500,-0.6336,7,-0.6268,-0.6579,7,-0.5405,31
28,-0.5162,9,-0.5069,-0.5782,5,-0.4022,-0.6015,9,-0.5264,26
21,-0.5238,13,-0.6635,-0.7436,6,-0.4762,-0.6599,9,-0.5333,31
3,-0.5181,6,-0.6458,-0.7422,1,-0.8143,-0.9761,7,-0.5333,32
21,-0.5162,6,-0.7604,-0.7844,6,-0.3594,-0.7316,7,-0.5518,37
41,-0.5587,12,-0.5521,-0.6643,5,-0.6057,-0.6556,9,-0.5473,34
3,-0.5294,12,-0.5156,-0.7043,1,-0.6647,-0.8201,9,-0.5431,28
17,-0.5656,9,-0.5347,-0.6688,7,-0.4960,-0.5872,9,-0.5497,38
5,-0.5731,9,-0.6597,-0.7260,1,-0.3534,-0.8121,9,-0.5364,31
31,-0.5225,10,-0.6312,-0.6843,5,-0.3618,-0.5496,9,-0.5378,32
17,-0.5719,12,-0.5365,-0.6664,7,-0.6037,-0.6590,5,-0.5454,31
34,-0.5244,14,-0.5893,-0.6744,2,-0.5014,-0.6961,8,-0.5433,35
18,-0.5363,8,-0.5312,-0.6417,2,-0.6087,-0.6987,8,-0.5404,32
3,-0.5069,14,-0.6518,-0.6942,1,-0.5547,-0.9492,7,-0.5267,31
34,-0.5194,8,-0.8281,-0.8281,2,-0.3750,-0.7433,7,-0.5521,33
41,-0.5587,11,-0.7045,-0.7045,5,-0.5500,-0.6669,7,-0.5424,25
34,-0.5194,8,-0.8281,-0.8594,2,-0.4375,-0.7297,7,-0.5516,38
18,-0.5337,6,-0.6771,-0.7377,2,-0.6179,-0.7297,7,-0.5370,32
18,-0.5363,8,-0.7578,-0.7832,2,-0.3633,-0.7181,9,-0.5323,28
18,-0.5138,9,-0.5694,-0.6084,2,-0.4482,-0.7183,9,-0.5303,25
21,-0.5262,6,-0.6250,-0.7055,6,-0.4618,-0.5951,7,-0.5336,32
28,-0.5363,8,-0.5547,-0.6684,5,-0.5768,-0.6804,9,-0.5261,24
41,-0.4988,17,-0.5294,-0.6442,5,-0.5051,-0.6667,9,-0.5471,32
34,-0.5381,15,-0.5833,-0.6357,2,-0.3271,-0.6097,8,-0.5409,30
21,-0.4938,16,-0.5742,-0.6402,6,-0.4006,-0.5836,7,-0.5469,34
34,-0.5244,7,-0.6161,-0.6925,2,-0.6397,-0.7953,8,-0.5334,31
21,-0.5613,8,-0.6328,-0.7155,6,-0.6923,-0.7322,5,-0.5534,37
28,-0.5062,6,-0.3229,-0.6512,5,-0.5978,-0.6221,8,-0.5303,30
17,-0.5719,11,-0.5568,-0.6684,7,-0.5694,-0.6496,8,-0.5319,31
31,-0.5075,20,-0.6125,-0.6727,5,-0.3863,-0.5335,9,-0.5306,28
41,-0.5088,7,-0.6964,-0.7235,5,-0.4947,-0.6683,8,-0.5542,33
18,-0.5062,8,-0.4922,-0.6724,2,-0.5500,-0.7142,6,-0.5303,36
17,-0.4931,6,-0.5625,-0.7089,7,-0.4705,-0.6021,9,-0.5272,27
21,-0.5487,12,-0.6354,-0.6765,6,-0.4868,-0.7115,7,-0.5377,36
5,-0.5419,10,-0.5437,-0.6445,1,-0.7873,-0.8798,7,-0.5280,29
3,-0.5556,8,-0.4453,-0.6148,1,-0.5876,-0.9208,9,-0.5350,25
17,-0.5719,12,-0.6146,-0.7303,7,-0.5071,-0.5990,5,-0.5506,33
21,-0.5262,9,-0.6944,-0.7495,6,-0.4186,-0.6847,6,-0.5566,32
5,-0.5644,7,-0.7946,-0.7946,1,-0.5000,-0.9618,6,-0.5307,28
18,-0.5288,8,-0.6250,-0.7065,2,-0.7387,-0.7943,7,-0.5208,27
5,-0.5356,12,-0.5104,-0.6212,1,-0.6425,-0.9451,6,-0.5259,31
17,-0.5394,14,-0.6696,-0.7303,7,-0.5160,-0.6380,5,-0.5358,31
17,-0.5681,6,-0.5833,-0.6322,7,-0.5295,-0.6071,9,-0.5360,33
34,-0.5444,9,-0.4375,-0.6276,2,-0.5881,-0.7055,7,-0.5394,33
34,-0.5381,6,-0.7708,-0.7741,2,-0.4738,-0.7639,6,-0.5441,33
21,-0.5487,11,-0.5795,-0.6866,6,-0.6865,-0.7262,5,-0.5390,34
18,-0.5337,7,-0.3125,-0.6229,2,-0.5660,-0.7767,9,-0.5282,23
3,-0.5494,9,-0.7361,-0.7361,1,-0.8125,-0.9813,7,-0.5210,23
5,-0.5431,13,-0.6298,-0.6977,1,-0.8218,-0.9654,5,-0.5522,32
34,-0.5381,12,-0.6250,-0.7165,2,-0.5528,-0.7828,7,-0.5505,33
18,-0.5363,20,-0.6031,-0.6265,2,-0.3450,-0.7312,9,-0.5323,26
18,-0.5363,14,-0.5357,-0.6104,2,-0.4158,-0.7443,9,-0.5293,26
17,-0.5356,6,-0.7396,-0.7396,7,-0.5089,-0.6502,5,-0.5330,26
31,-0.5075,15,-0.3958,-0.6500,5,-0.5419,-0.6226,9,-0.5309,23
18,-0.5537,9,-0.4653,-0.6157,2,-0.4727,-0.6444,9,-0.5295,24
3,-0.5294,7,-0.6339,-0.6987,1,-0.2421,-0.8215,8,-0.5327,24
3,-0.5444,14,-0.7098,-0.7098,1,-0.0625,-0.7386,9,-0.5257,27
5,-0.5344,13,-0.5000,-0.6146,1,-0.3280,-0.6048,9,-0.5237,30
41,-0.5038,7,-0.5357,-0.6581,5,-0.5616,-0.5978,7,-0.5364,31
Laws passed: 12
Total provisions: 41
Satisfaction with legislation: 0.6053
